,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,variety_color
12257,Australia,"This big wine presents a sophisticated bouquet of toasty, leesy, nutty aromas. Fine depth of fruit and plenty of quality oak show here, with butterscotch, pear and apple flavors. Full-bodied and luscious, it shows the tremendous attention paid and importance assigned to this flagship white. The long, spicy finish sports complex lemon, leesy and mineral accents. To be released 5/01.",Yattarna,92,65.0,Australia Other,South Eastern Australia,,,,Penfolds 1998 Yattarna Chardonnay (South Eastern Australia),Chardonnay,Penfolds,#440154
12281,Australia,"Attractive blackberry aromas with bright tobacco and herb accents open this well-balanced wine. The palate shows strong cassis, earth and herb flavors, and an even mouthfeel. Finishes with dark cherry notes and full, fine tannins. This will age nicely and can use a little time. Quite flavorful and elegant.",Bin 407,90,19.0,South Australia,South Australia,,,,Penfolds 1998 Bin 407 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Penfolds,#471163
12416,Australia,"A full, not overly extracted style of Shiraz with deep aromas of licorice, earth, tar, prunes and a lovely creamy note. Plum and blackberry flavors with soy and smoke accents fill the palate, and as the wine closes it displays good length with fruit and spice flavors.",Reserve,88,46.0,South Australia,Padthaway,,,,Stonehaven 1996 Reserve Shiraz (Padthaway),Shiraz,Stonehaven,#471669
12417,Australia,"Dense, with plum-prune, coffee and chocolate aromas, this wine offers very ripe dark-fruit flavors accented by tobacco and cedar shadings. The mouthfeel is big, but very easy, even soft; with a little more spine-acidity and tannins-this wine could merit a higher score. Still, it's a very pleasing and promising first offering.",,88,18.0,South Australia,Limestone Coast,,,,Stonehaven 1997 Cabernet Sauvignon (Limestone Coast),Cabernet Sauvignon,Stonehaven,#471163
12624,Australia,"Intense and tightly wound, this Riesling gradually unfolds layers of white pepper, green plums and Key lime pie. The lingering quince-flavored finish is mouthwateringly crisp but not quite dry. Try with mushroom pasta. Drink now for the youthful fruit or wait a few years for more complexity.",The Dry Dam,88,16.0,South Australia,McLaren Vale,,,,D'Arenberg 2008 The Dry Dam Riesling (McLaren Vale),Riesling,D'Arenberg,#443982
12627,Australia,"An all-round crowd-pleaser, with honest upfront notes of plum, coconut and fall leaves that take on a cherry character in the mouth. Medium-bodied, with fine tannins and a mouthwatering finish that's just this side of medium. Try with roast pork. Drink up in the next year or two.",Next of Kin,88,13.0,Western Australia,Margaret River,,,,Xanadu 2007 Next of Kin Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Xanadu,#471163
12745,Australia,"This unoaked Chardonnay shows admirable weight on the palate, but slightly one-dimensional, citrusy flavors. Clean and correct on the finish; drink now.",,85,13.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Woop Woop 2009 Chardonnay (South Eastern Australia),Chardonnay,Woop Woop,#440154
12765,Australia,"Faintly nutty notes of toasted grain accent this wine's otherwise straightforward pineapple fruit. It's medium in body, with a fine line of crisp acidity running through it from start to finish. Drink now.",Bin Select 462,85,10.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Kalbarri 2010 Bin Select 462 Chardonnay (South Eastern Australia),Chardonnay,Kalbarri,#440154
12779,Australia,"A few years of age have turned this South Australia Chardonnay into a highly nuanced tipple. Kerosene, hay and coconut aromas play off fragrant blood orange scents while the palate offers up toast and caramel in a tight, well-defined structure. Try with grilled salmon or serve on its own. Drinking at its peak now but will last a few more years.",Reeves Point,90,28.0,South Australia,South Australia,,,,Jacob's Creek 2005 Reeves Point Chardonnay (South Australia),Chardonnay,Jacob's Creek,#440154
12855,Australia,"Really nicely done, with bold cassis aromas tinged with hints of tomato leaf and vanilla and then waves of cassis, vanilla and dried spices on the palate. It's full bodied and lushly textured, with a long, velvety feel to the finish. Best from 2010–2020.",Phoenix,91,20.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penley Estate 2006 Phoenix Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Penley Estate,#471163
12857,Australia,"This intriguing stickie is predominantly (94%) Chardonnay—an unusual choice for a botrytized wine. Dried apricot and ripe pear aromas lead the way, with the flavors leaning toward intensely honeyed apricot preserves. It's full-bodied, lush and candy-sweet, with a mouthcoating finish.",The Noble,91,19.0,South Australia,Adelaide,,Joe Czerwinski,@JoeCz,D'Arenberg 2006 The Noble Chardonnay-Semillon (Adelaide),Chardonnay-Semillon,D'Arenberg,#1E9A89
12869,Australia,"This mature, ready-to-drink example of Coonawarra Cab offers complex aromas and flavors of leather, cedar and black cherry, plus hints of mint and roasted beef. The tannins are smooth, the mouthfeel moderately rich and the finish long and mouthwatering. Drink now-2015.",,91,30.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Leconfield 2003 Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Leconfield,#471163
12878,Australia,"A blend of 64% Merlot and 36% Cabernet Sauvignon, the resulting wine is complex, round and complete. Aromas and flavors of plum, leather, cured meat and spice are carried by plenty of weight, yet without seeming heavy. There's a lush, slightly creamy mouthfeel and a long, spicy finish. Delicious now, but should hold at least through 2015.",Abbotts Prayer Vineyard,91,75.0,South Australia,Lenswood,,Joe Czerwinski,@JoeCz,Henschke 2005 Abbotts Prayer Vineyard Red (Lenswood),Bordeaux-style Red Blend,Henschke,#1F938B
12972,Australia,"This plump, medium-bodied Pinot Noir lacks for fruit, instead showcasing savory notes of underbrush, smoke and roasted vegetables. Drink up.",,84,14.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Shoofly 2012 Pinot Noir (Yarra Valley),Pinot Noir,Shoofly,#414286
13262,Australia,"A solidly built, rather chunky Cabernet, the 2009 Pillar Box Reserve delivers plummy fruit framed by vanilla and tobacco notes. The tannins are a bit coarsely textured on the finish, but leave behind an appetizingly mouthwatering sensation. Drink now–2020.",Pillar Box Reserve,89,21.0,South Australia,Padthaway,,Joe Czerwinski,@JoeCz,Henry's Drive Vignerons 2009 Pillar Box Reserve Cabernet Sauvignon (Padthaway),Cabernet Sauvignon,Henry's Drive Vignerons,#471163
13343,Australia,"This is unapologetically warm-climate Chardonnay, featuring tropical fruit, plenty of weight and texture and a whack of vanilla and cut-wood character. It's a broad, full-bodied wine that pulls together on the finish, ending with notes of pineapple and citrus.",,86,13.0,New South Wales,Riverina,,Joe Czerwinski,@JoeCz,Nugan Family Estates 2006 Chardonnay (Riverina),Chardonnay,Nugan Family Estates,#440154
13400,Australia,"Bursting with bold, fully ripe fruit notes of pear and peach, followed up with tropical notes, this is a lush fruit bomb of a Chardonnay to drink over the near term (3–4 months).",Flying Piano Hand Select,86,11.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Ozwell Vintners 2008 Flying Piano Hand Select Chardonnay (South Eastern Australia),Chardonnay,Ozwell Vintners,#440154
13456,Australia,"An excellent value, Hardys' Oomoo Shiraz can run with a pack twice its price, offering earth and cola aromas and a deep undercurrent of blackberries. It's full-bodied, mouthfilling yet structured. Adds flavors of black olives to the mix, along with velvety tannins and mouthwatering acids on the finish.",Oomoo,90,15.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Hardys 2004 Oomoo Shiraz (McLaren Vale),Shiraz,Hardys,#471669
13519,Australia,"Has typical Clare Valley Riesling elements of crushed stone and citrus, but also considerable petrol and hints of honey and ripe apple. It's medium-bodied and tart, with a metallic or slightly pithy note on the finish.",Polish Hill River,85,35.43766346992153,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Pauletts 2010 Polish Hill River Riesling (Clare Valley),Riesling,Pauletts,#443982
13528,Australia,"This partnership continues to turn out marvelously complex wines from inland Victoria. Savory, herbal and intriguing on the nose, with hints of raspberry, mushroom and smoked meat, this is a medium-bodied, supple wine. Dusty tannins impart a silky quality to the finish. Drink now–2018.",Lieu Dit Malakoff,92,30.0,Victoria,Pyrenees,,Joe Czerwinski,@JoeCz,Domaine Terlato & Chapoutier 2007 Lieu Dit Malakoff Shiraz (Pyrenees),Shiraz,Domaine Terlato & Chapoutier,#471669
13551,Australia,"Smells sweet and soft, with vanilla, peach and caramel aromas. It's similar at first in the mouth; then it turns even sweeter on the finish, with caramel popcorn flavors.",,85,14.0,Western Australia,Western Australia,,,,Element 2001 Chardonnay (Western Australia),Chardonnay,Element,#440154
13555,Australia,"A lean, toasty style that pairs dried spices—cinnamon and ginger—with zesty citrus fruits. The toast and vanilla battle green and lime flavors from the nose all the way through the finish.",Hill of Gold,85,17.0,New South Wales,Mudgee,,Joe Czerwinski,@JoeCz,Rosemount 2001 Hill of Gold Chardonnay (Mudgee),Chardonnay,Rosemount,#440154
13556,Australia,"This relatively lean wine focuses on pear and apple aromas and flavors. Some spearmint scents spice up the nose, while buttery nuances appear on the palate. Finishes a bit short, but with crisp and clean with herb notes, unencumbered by lots of oak.",,85,16.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Yalumba 2000 Chardonnay (Barossa Valley),Chardonnay,Yalumba,#440154
13558,Australia,"A simple, lemony style that would work best with shellfish but has just enough pear and quince fruit to lend it flesh. Finishes tart and clean.",,84,9.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Ghost Gum 2000 Chardonnay (South Eastern Australia),Chardonnay,Ghost Gum,#440154
13562,Australia,"Shows promise in its lightly toasty and citrusy aromas and lemon and green-apple flavors, but tails off rapidly on the finish. It's lean and racy, obviously from a relatively cool-climate region, and should be served as you would basic Chablis, with oysters and the like.",,84,17.0,New South Wales,Orange,,Joe Czerwinski,@JoeCz,Logan Australia 1999 Chardonnay (Orange),Chardonnay,Logan Australia,#440154
13564,Australia,"Fits the big-production Aussie recipe to a T, blending tropical fruit, vanilla, apple and citrus flavors. It's just a little lighter than expected and finishes short.",Diamond Label,84,12.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Rosemount 2001 Diamond Label Chardonnay (South Eastern Australia),Chardonnay,Rosemount,#440154
13566,Australia,"Basic Chardonnay—pear, citrus and green apple balanced by vanilla and wood. Lighter, leaner and more food-friendly than many Aussie Chards, finishing with tart acidity.",,84,15.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Owen's Estate 1999 Chardonnay (South Eastern Australia),Chardonnay,Owen's Estate,#440154
13569,Australia,"This stylish lightweight has some tasty pear, quince and citrus flavors, finishing with a hint of spice. Best as an apéritif or with a light fish course.",,84,8.0,New South Wales,New South Wales,,Joe Czerwinski,@JoeCz,Penmara 2000 Chardonnay (New South Wales),Chardonnay,Penmara,#440154
13571,Australia,"With a nose full of buttered popcorn and vanilla, it's clear that much if not all of this wine was barrel-fermented and aged, maybe a tad too much. The vanilla and toast flavors partially obscure pretty white peach fruit.",,84,28.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Hamelin Bay 2000 Chardonnay (Margaret River),Chardonnay,Hamelin Bay,#440154
13660,Australia,"Made mistelle fashion, with fortification taking place prior to fermentation to help preserve the variety's citrus and tea-leaf aromas and flavors. Honeyed orange and lemon flavors take on a leafy edge, showing a hint of bitterness on the finish.",Muscadelle,86,15.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Muscadelle Tokay (Rutherglen),Tokay,Chambers Rosewood Vineyards,#1E9D88
13760,Australia,"This is barely sparkling, which gives it a rather weighty feel. Slightly oily aromas and indistinct white fruit flavors finish on the dry side. It's an interesting blend of Chardonnay, Pinot Noir and Verdelho.",Crisp,83,12.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Emeri NV Crisp Sparkling (South Eastern Australia),Sparkling Blend,Emeri,#38578C
13770,Australia,"A disappointing release, with tired white-fruit aromas and slightly confected, rubbery flavors. It's a traditional sparkling blend of Pinot Noir, Chardonnay and Pinot Meunier.",Sparkling,82,15.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Greg Norman Estates NV Sparkling  (South Eastern Australia),Champagne Blend,Greg Norman Estates,#30678D
13865,Australia,"An honest and very ripe take on Australian Chardonnay, with opulent notes of fig, pineapple and guava underscored by crisp lemon and a faint spritz that refresh the palate. The short-to-medium finish turns a bit soft. Quite likable on the whole. Try with lobster.",Unwooded,85,18.0,Western Australia,Western Australia,,,,West Cape Howe 2008 Unwooded Chardonnay (Western Australia),Chardonnay,West Cape Howe,#440154
13867,Australia,"Not a sophisticated wine, but one with a frothy charm all its own, and aromas of strawberry, lemon bars and raspberry jam that are hard to resist. It's sweet in the mouth, with just enough acidity on the fleeting finish to keep it from being cloying. Drink now, by the pool.",,85,12.0,Victoria,Victoria,,,,Innocent Bystander 2009 Moscato (Victoria),Moscato,Innocent Bystander,#2F6A8D
13873,Australia,"The nose offers up just a bit of intrigue, with gardenia, musk and white rose scents, but the focus of this wine is really its core of baked apricot flavors that turn just a bit jammy on the finish. Sweet, but not out of balance, good as a summer apéritif.",Emeri,85,13.0,Australia Other,South Eastern Australia,,,,De Bortoli NV Emeri Moscato (South Eastern Australia),Moscato,De Bortoli,#2F6A8D
